Mesh #,Combination #,KSP Type,PC Mass,PC Interface,Converged,Krylov Iters,Construction Time (s),Solve Time (s),Total Time (s),Tic Toc Time (s),Solver Label,Adjusted Time (s)
40,8,bcgs,lu,ilu,True,4.0,0.009042978286743164,0.001070261001586914,0.010113239288330078,0.225341796875,bcgs + lu + ilu,0.010113239288330078
40,9,bcgs,sor,ilu,True,70.0,0.002786874771118164,0.006667137145996094,0.009454011917114258,0.15757036209106445,bcgs + sor + ilu,0.009454011917114258
40,10,bcgs,jacobi,ilu,False,,,,,,bcgs + jacobi + ilu,1.784660816192627
40,11,bcgs,bjacobi,ilu,True,31.0,0.0028200149536132812,0.003121614456176758,0.005941629409790039,0.1863400936126709,bcgs + bjacobi + ilu,0.005941629409790039
40,12,bcgs,asm,ilu,True,31.0,0.0031838417053222656,0.0032510757446289062,0.006434917449951172,0.1464824676513672,bcgs + asm + ilu,0.006434917449951172
40,13,bcgs,gamg,ilu,True,38.0,0.015139579772949219,0.012793540954589844,0.027933120727539062,0.23017573356628418,bcgs + gamg + ilu,0.027933120727539062
40,14,tfqmr,ilu,ilu,True,61.0,0.0030007362365722656,0.0028409957885742188,0.005841732025146484,0.14464616775512695,tfqmr + ilu + ilu,0.005841732025146484
40,15,tfqmr,lu,ilu,True,8.0,0.010584592819213867,0.0011851787567138672,0.011769771575927734,0.19131970405578613,tfqmr + lu + ilu,0.011769771575927734
40,16,tfqmr,sor,ilu,True,233.0,0.004779815673828125,0.013017892837524414,0.01779770851135254,0.1898186206817627,tfqmr + sor + ilu,0.01779770851135254
40,17,tfqmr,jacobi,ilu,False,,,,,,tfqmr + jacobi + ilu,1.784660816192627
40,18,tfqmr,bjacobi,ilu,True,61.0,0.002863168716430664,0.003186464309692383,0.006049633026123047,0.14083051681518555,tfqmr + bjacobi + ilu,0.006049633026123047
40,19,tfqmr,asm,ilu,True,61.0,0.003485441207885742,0.0034139156341552734,0.006899356842041016,0.188615083694458,tfqmr + asm + ilu,0.006899356842041016
40,20,tfqmr,gamg,ilu,True,79.0,0.011720895767211914,0.012718915939331055,0.02443981170654297,0.1821286678314209,tfqmr + gamg + ilu,0.02443981170654297
41,0,gmres,ilu,ilu,True,33.0,0.0023343563079833984,0.0021219253540039062,0.004456281661987305,0.13278722763061523,gmres + ilu + ilu,0.004456281661987305
41,1,gmres,lu,ilu,True,7.0,0.0045130252838134766,0.0006465911865234375,0.005159616470336914,0.13582515716552734,gmres + lu + ilu,0.005159616470336914
41,2,gmres,sor,ilu,True,65.0,0.002132892608642578,0.004380226135253906,0.006513118743896484,0.1317741870880127,gmres + sor + ilu,0.006513118743896484
41,3,gmres,jacobi,ilu,False,,,,,,gmres + jacobi + ilu,1.784660816192627
41,4,gmres,bjacobi,ilu,True,33.0,0.0023946762084960938,0.0023391246795654297,0.0047338008880615234,0.1395277976989746,gmres + bjacobi + ilu,0.0047338008880615234
41,5,gmres,asm,ilu,True,33.0,0.002471923828125,0.0024368762969970703,0.00490880012512207,0.15920567512512207,gmres + asm + ilu,0.00490880012512207
41,6,gmres,gamg,ilu,True,18.0,0.004966259002685547,0.002045869827270508,0.007012128829956055,0.1291351318359375,gmres + gamg + ilu,0.007012128829956055
41,7,bcgs,ilu,ilu,True,23.0,0.002342700958251953,0.0012941360473632812,0.0036368370056152344,0.15275073051452637,bcgs + ilu + ilu,0.0036368370056152344
41,8,bcgs,lu,ilu,True,5.0,0.004328727722167969,0.0007855892181396484,0.005114316940307617,0.16436171531677246,bcgs + lu + ilu,0.005114316940307617
41,9,bcgs,sor,ilu,True,38.0,0.0027856826782226562,0.0037467479705810547,0.006532430648803711,0.1654949188232422,bcgs + sor + ilu,0.006532430648803711
41,10,bcgs,jacobi,ilu,True,88.0,0.002186298370361328,0.0032215118408203125,0.005407810211181641,0.18128752708435059,bcgs + jacobi + ilu,0.005407810211181641
41,11,bcgs,bjacobi,ilu,True,23.0,0.0026862621307373047,0.0057830810546875,0.008469343185424805,0.1494765281677246,bcgs + bjacobi + ilu,0.008469343185424805
41,12,bcgs,asm,ilu,True,23.0,0.0024280548095703125,0.0016422271728515625,0.004070281982421875,0.1546773910522461,bcgs + asm + ilu,0.004070281982421875
41,13,bcgs,gamg,ilu,True,11.0,0.005543708801269531,0.0021114349365234375,0.007655143737792969,0.1430668830871582,bcgs + gamg + ilu,0.007655143737792969
41,14,tfqmr,ilu,ilu,True,47.0,0.00254058837890625,0.0015294551849365234,0.0040700435638427734,0.1553041934967041,tfqmr + ilu + ilu,0.0040700435638427734
41,15,tfqmr,lu,ilu,True,9.0,0.008337736129760742,0.0009548664093017578,0.0092926025390625,0.2036724090576172,tfqmr + lu + ilu,0.0092926025390625
41,16,tfqmr,sor,ilu,True,75.0,0.005017280578613281,0.005615711212158203,0.010632991790771484,0.15233469009399414,tfqmr + sor + ilu,0.010632991790771484
41,17,tfqmr,jacobi,ilu,False,,,,,,tfqmr + jacobi + ilu,1.784660816192627
41,18,tfqmr,bjacobi,ilu,True,47.0,0.0021581649780273438,0.0016226768493652344,0.003780841827392578,0.14474749565124512,tfqmr + bjacobi + ilu,0.003780841827392578
41,19,tfqmr,asm,ilu,True,47.0,0.002886056900024414,0.0018992424011230469,0.004785299301147461,0.18939566612243652,tfqmr + asm + ilu,0.004785299301147461
41,20,tfqmr,gamg,ilu,True,24.0,0.005644798278808594,0.0026993751525878906,0.008344173431396484,0.1457822322845459,tfqmr + gamg + ilu,0.008344173431396484
42,0,gmres,ilu,ilu,True,74.0,0.0030095577239990234,0.007153034210205078,0.010162591934204102,0.21986794471740723,gmres + ilu + ilu,0.010162591934204102
42,1,gmres,lu,ilu,True,5.0,0.008392810821533203,0.0008537769317626953,0.009246587753295898,0.1517632007598877,gmres + lu + ilu,0.009246587753295898
42,2,gmres,sor,ilu,False,,,,,,gmres + sor + ilu,1.784660816192627
42,3,gmres,jacobi,ilu,False,,,,,,gmres + jacobi + ilu,1.784660816192627
42,4,gmres,bjacobi,ilu,True,74.0,0.002604246139526367,0.007849454879760742,0.01045370101928711,0.20900297164916992,gmres + bjacobi + ilu,0.01045370101928711
42,5,gmres,asm,ilu,True,74.0,0.0029473304748535156,0.007821798324584961,0.010769128799438477,0.13929104804992676,gmres + asm + ilu,0.010769128799438477
42,6,gmres,gamg,ilu,True,59.0,0.007333993911743164,0.012190580368041992,0.019524574279785156,0.22995471954345703,gmres + gamg + ilu,0.019524574279785156
42,7,bcgs,ilu,ilu,True,38.0,0.0029315948486328125,0.0034732818603515625,0.006404876708984375,0.1846020221710205,bcgs + ilu + ilu,0.006404876708984375
42,8,bcgs,lu,ilu,True,4.0,0.008192300796508789,0.001077890396118164,0.009270191192626953,0.19837331771850586,bcgs + lu + ilu,0.009270191192626953
42,9,bcgs,sor,ilu,True,87.0,0.0027534961700439453,0.008144617080688477,0.010898113250732422,0.15396499633789062,bcgs + sor + ilu,0.010898113250732422
42,10,bcgs,jacobi,ilu,False,,,,,,bcgs + jacobi + ilu,1.784660816192627
42,11,bcgs,bjacobi,ilu,True,38.0,0.0026869773864746094,0.0037097930908203125,0.006396770477294922,0.16608357429504395,bcgs + bjacobi + ilu,0.006396770477294922
42,12,bcgs,asm,ilu,True,38.0,0.0035185813903808594,0.015274763107299805,0.018793344497680664,0.1647319793701172,bcgs + asm + ilu,0.018793344497680664
42,13,bcgs,gamg,ilu,True,33.0,0.010231494903564453,0.009661197662353516,0.01989269256591797,0.23370766639709473,bcgs + gamg + ilu,0.01989269256591797
42,14,tfqmr,ilu,ilu,True,77.0,0.002936124801635742,0.003501415252685547,0.006437540054321289,0.1538844108581543,tfqmr + ilu + ilu,0.006437540054321289
42,15,tfqmr,lu,ilu,True,6.0,0.00777745246887207,0.0011894702911376953,0.008966922760009766,0.16087961196899414,tfqmr + lu + ilu,0.008966922760009766
42,16,tfqmr,sor,ilu,True,205.0,0.002617359161376953,0.009865283966064453,0.012482643127441406,0.20474505424499512,tfqmr + sor + ilu,0.012482643127441406
42,17,tfqmr,jacobi,ilu,False,,,,,,tfqmr + jacobi + ilu,1.784660816192627
42,18,tfqmr,bjacobi,ilu,True,77.0,0.009214401245117188,0.015306711196899414,0.0245211124420166,0.23360633850097656,tfqmr + bjacobi + ilu,0.0245211124420166
42,19,tfqmr,asm,ilu,True,77.0,0.0029964447021484375,0.0040934085845947266,0.007089853286743164,0.13236594200134277,tfqmr + asm + ilu,0.007089853286743164
42,20,tfqmr,gamg,ilu,True,67.0,0.008131027221679688,0.010038137435913086,0.018169164657592773,0.16789007186889648,tfqmr + gamg + ilu,0.018169164657592773
43,0,gmres,ilu,ilu,True,33.0,0.002278566360473633,0.00214385986328125,0.004422426223754883,0.14681291580200195,gmres + ilu + ilu,0.004422426223754883
43,1,gmres,lu,ilu,True,6.0,0.005517244338989258,0.0006542205810546875,0.006171464920043945,0.151871919631958,gmres + lu + ilu,0.006171464920043945
43,2,gmres,sor,ilu,True,74.0,0.0022246837615966797,0.005099773406982422,0.0073244571685791016,0.1219630241394043,gmres + sor + ilu,0.0073244571685791016
43,3,gmres,jacobi,ilu,False,,,,,,gmres + jacobi + ilu,1.784660816192627
43,4,gmres,bjacobi,ilu,True,33.0,0.002145528793334961,0.002371549606323242,0.004517078399658203,0.1363375186920166,gmres + bjacobi + ilu,0.004517078399658203
43,5,gmres,asm,ilu,True,33.0,0.0024268627166748047,0.0024552345275878906,0.004882097244262695,0.154463529586792,gmres + asm + ilu,0.004882097244262695
43,6,gmres,gamg,ilu,True,22.0,0.0050487518310546875,0.002772092819213867,0.007820844650268555,0.1330549716949463,gmres + gamg + ilu,0.007820844650268555
43,7,bcgs,ilu,ilu,True,23.0,0.0040760040283203125,0.0021500587463378906,0.006226062774658203,0.17812871932983398,bcgs + ilu + ilu,0.006226062774658203
43,8,bcgs,lu,ilu,True,4.0,0.004346370697021484,0.0005793571472167969,0.004925727844238281,0.13263964653015137,bcgs + lu + ilu,0.004925727844238281
43,9,bcgs,sor,ilu,True,40.0,0.0020890235900878906,0.0024955272674560547,0.004584550857543945,0.17350339889526367,bcgs + sor + ilu,0.004584550857543945
43,10,bcgs,jacobi,ilu,True,87.0,0.002166271209716797,0.003249645233154297,0.005415916442871094,0.14111566543579102,bcgs + jacobi + ilu,0.005415916442871094
43,11,bcgs,bjacobi,ilu,True,23.0,0.0022573471069335938,0.001589059829711914,0.003846406936645508,0.1780567169189453,bcgs + bjacobi + ilu,0.003846406936645508
43,12,bcgs,asm,ilu,True,23.0,0.0025146007537841797,0.001771688461303711,0.004286289215087891,0.17441153526306152,bcgs + asm + ilu,0.004286289215087891
43,13,bcgs,gamg,ilu,True,15.0,0.007937431335449219,0.0040149688720703125,0.011952400207519531,0.17048859596252441,bcgs + gamg + ilu,0.011952400207519531
43,14,tfqmr,ilu,ilu,True,48.0,0.002393484115600586,0.001516103744506836,0.003909587860107422,0.17369985580444336,tfqmr + ilu + ilu,0.003909587860107422
43,15,tfqmr,lu,ilu,True,6.0,0.004359245300292969,0.0006225109100341797,0.0049817562103271484,0.14363527297973633,tfqmr + lu + ilu,0.0049817562103271484
43,16,tfqmr,sor,ilu,True,86.0,0.0071713924407958984,0.003217935562133789,0.010389328002929688,0.14416289329528809,tfqmr + sor + ilu,0.010389328002929688
43,17,tfqmr,jacobi,ilu,False,,,,,,tfqmr + jacobi + ilu,1.784660816192627
43,18,tfqmr,bjacobi,ilu,True,48.0,0.003989219665527344,0.0037107467651367188,0.0076999664306640625,0.14301156997680664,tfqmr + bjacobi + ilu,0.0076999664306640625
43,19,tfqmr,asm,ilu,True,48.0,0.0025234222412109375,0.0018002986907958984,0.004323720932006836,0.1430983543395996,tfqmr + asm + ilu,0.004323720932006836
43,20,tfqmr,gamg,ilu,True,28.0,0.005181074142456055,0.002858400344848633,0.008039474487304688,0.14546871185302734,tfqmr + gamg + ilu,0.008039474487304688
44,0,gmres,ilu,ilu,True,61.0,0.0027375221252441406,0.0055615901947021484,0.008299112319946289,0.16454815864562988,gmres + ilu + ilu,0.008299112319946289
44,1,gmres,lu,ilu,True,6.0,0.008614540100097656,0.0009577274322509766,0.009572267532348633,0.19656038284301758,gmres + lu + ilu,0.009572267532348633
44,2,gmres,sor,ilu,False,,,,,,gmres + sor + ilu,1.784660816192627
44,3,gmres,jacobi,ilu,False,,,,,,gmres + jacobi + ilu,1.784660816192627
44,4,gmres,bjacobi,ilu,True,61.0,0.0024976730346679688,0.005450725555419922,0.00794839859008789,0.12792515754699707,gmres + bjacobi + ilu,0.00794839859008789
