Mesh #,Combination #,KSP Type,PC Mass,PC Interface,Converged,Krylov Iters,Construction Time (s),Solve Time (s),Total Time (s),Tic Toc Time (s),Solver Label,Adjusted Time (s)
1,20,tfqmr,gamg,ilu,True,63.0,0.007714748382568359,0.009836912155151367,0.017551660537719727,0.1414637565612793,tfqmr + gamg + ilu,0.017551660537719727
2,0,gmres,ilu,ilu,True,50.0,0.003142118453979492,0.00487065315246582,0.008012771606445312,0.22806143760681152,gmres + ilu + ilu,0.008012771606445312
2,1,gmres,lu,ilu,True,6.0,0.015276193618774414,0.0017857551574707031,0.017061948776245117,0.2436673641204834,gmres + lu + ilu,0.017061948776245117
2,2,gmres,sor,ilu,True,94.0,0.002646923065185547,0.010213136672973633,0.01286005973815918,0.1647799015045166,gmres + sor + ilu,0.01286005973815918
2,3,gmres,jacobi,ilu,False,,,,,,gmres + jacobi + ilu,1.784660816192627
2,4,gmres,bjacobi,ilu,True,50.0,0.002671957015991211,0.0051500797271728516,0.007822036743164062,0.13428497314453125,gmres + bjacobi + ilu,0.007822036743164062
2,5,gmres,asm,ilu,True,50.0,0.0030705928802490234,0.0054705142974853516,0.008541107177734375,0.146026611328125,gmres + asm + ilu,0.008541107177734375
2,6,gmres,gamg,ilu,True,25.0,0.012870311737060547,0.01890850067138672,0.031778812408447266,0.18834328651428223,gmres + gamg + ilu,0.031778812408447266
2,7,bcgs,ilu,ilu,True,30.0,0.0028450489044189453,0.003004312515258789,0.005849361419677734,0.13563323020935059,bcgs + ilu + ilu,0.005849361419677734
2,8,bcgs,lu,ilu,True,4.0,0.006888628005981445,0.0010142326354980469,0.007902860641479492,0.18136119842529297,bcgs + lu + ilu,0.007902860641479492
2,9,bcgs,sor,ilu,True,49.0,0.0026597976684570312,0.004875898361206055,0.007535696029663086,0.18276762962341309,bcgs + sor + ilu,0.007535696029663086
2,10,bcgs,jacobi,ilu,True,120.0,0.0025434494018554688,0.006739377975463867,0.009282827377319336,0.15983247756958008,bcgs + jacobi + ilu,0.009282827377319336
2,11,bcgs,bjacobi,ilu,True,30.0,0.0028541088104248047,0.00321197509765625,0.006066083908081055,0.17968392372131348,bcgs + bjacobi + ilu,0.006066083908081055
2,12,bcgs,asm,ilu,True,30.0,0.008040189743041992,0.006962299346923828,0.01500248908996582,0.1640770435333252,bcgs + asm + ilu,0.01500248908996582
2,13,bcgs,gamg,ilu,True,18.0,0.007589101791381836,0.005582571029663086,0.013171672821044922,0.17061638832092285,bcgs + gamg + ilu,0.013171672821044922
2,14,tfqmr,ilu,ilu,True,58.0,0.0062255859375,0.010973691940307617,0.017199277877807617,0.22847557067871094,tfqmr + ilu + ilu,0.017199277877807617
2,15,tfqmr,lu,ilu,True,7.0,0.007052421569824219,0.0010673999786376953,0.008119821548461914,0.15476059913635254,tfqmr + lu + ilu,0.008119821548461914
2,16,tfqmr,sor,ilu,True,138.0,0.002661466598510742,0.014691591262817383,0.017353057861328125,0.1854104995727539,tfqmr + sor + ilu,0.017353057861328125
