Krylov Iters,Construction Time (s),Solve Time (s),Total Time (s),Tic Toc Time (s)
67,0.1448061466217041,0.5797731876373291,0.7245793342590332,5.102841377258301
67,0.13446807861328125,0.609905481338501,0.7443735599517822,5.119369029998779
67,0.1349320411682129,0.6165668964385986,0.7514989376068115,5.314639091491699
67,0.1282062530517578,0.6127278804779053,0.7409341335296631,5.3144447803497314
67,0.134568452835083,0.5845623016357422,0.7191307544708252,5.334438800811768
67,0.16045713424682617,0.5735945701599121,0.7340517044067383,5.391857147216797
67,0.12731671333312988,0.5695736408233643,0.6968903541564941,5.4126763343811035
67,0.16373682022094727,0.6038448810577393,0.7675817012786865,5.433508634567261
67,0.13689136505126953,0.5813703536987305,0.71826171875,5.024720907211304
67,0.14451074600219727,0.6192362308502197,0.763746976852417,4.937426567077637
67,0.13424444198608398,0.5352771282196045,0.6695215702056885,4.932683944702148
67,0.16086292266845703,0.5373020172119141,0.6981649398803711,5.047642707824707
67,0.13834118843078613,0.5757784843444824,0.7141196727752686,5.251587152481079
67,0.13936352729797363,0.5758237838745117,0.7151873111724854,5.127899169921875
67,0.13082385063171387,0.5626063346862793,0.6934301853179932,5.140869617462158
67,0.17359519004821777,0.6228213310241699,0.7964165210723877,5.334053039550781
67,0.12732720375061035,0.5759332180023193,0.7032604217529297,5.146758794784546
67,0.14332032203674316,0.6289322376251221,0.7722525596618652,5.082895040512085
67,0.13440489768981934,0.6321136951446533,0.7665185928344727,5.032226085662842
67,0.14259600639343262,0.5764415264129639,0.7190375328063965,5.012274503707886
67,0.14040637016296387,0.6325266361236572,0.7729330062866211,4.975992202758789
67,0.14992761611938477,0.5798811912536621,0.7298088073730469,5.159185409545898
67,0.16974949836730957,0.5710673332214355,0.7408168315887451,5.09736967086792
67,0.1326761245727539,0.6092953681945801,0.741971492767334,5.057477235794067
67,0.11587405204772949,0.5959413051605225,0.711815357208252,5.026315450668335
67,0.11465811729431152,0.5380046367645264,0.6526627540588379,4.953799247741699
67,0.15541553497314453,0.621417760848999,0.7768332958221436,5.044960975646973
67,0.15193605422973633,0.6307172775268555,0.7826533317565918,5.082424163818359
67,0.13763785362243652,0.5871610641479492,0.7247989177703857,4.946635723114014
67,0.14966750144958496,0.5724296569824219,0.7220971584320068,5.251256704330444
67,0.11941075325012207,0.5645403861999512,0.6839511394500732,4.745537757873535
67,0.13459086418151855,0.5619320869445801,0.6965229511260986,4.980111122131348
67,0.11883401870727539,0.5119040012359619,0.6307380199432373,4.712542533874512
67,0.11985397338867188,0.5482614040374756,0.6681153774261475,4.967173099517822
67,0.12180399894714355,0.5312883853912354,0.6530923843383789,5.051130294799805
67,0.1338367462158203,0.5838000774383545,0.7176368236541748,4.870894432067871
67,0.11108779907226562,0.5383532047271729,0.6494410037994385,5.084797382354736
67,0.10931706428527832,0.611018180847168,0.7203352451324463,4.913475751876831
67,0.13434743881225586,0.6132388114929199,0.7475862503051758,4.90722393989563
67,0.12882542610168457,0.5838544368743896,0.7126798629760742,5.007511138916016
